gene_name,pvalue,log2FoldChange,disease,cell_type
AC026421.1,0.981500195,-0.084703646,ALS,iPSMN
AWAT1,0.981500411,-0.036421526,ALS,iPSMN
AL391903.1,0.98150343,-0.084688831,ALS,iPSMN
AC032044.1,0.98150416,-0.044544787,ALS,iPSMN
LINC02229,0.98150448,-0.084683757,ALS,iPSMN
KLHL18,0.98150661,0.000711603,ALS,iPSMN
AC005019.1,0.981510686,-0.084655603,ALS,iPSMN
AC004980.5,0.981524199,-0.084592395,ALS,iPSMN
RN7SL475P,0.981525128,-0.084589468,ALS,iPSMN
AC018638.8,0.981527502,-0.08457573,ALS,iPSMN
H3P7,0.981530348,-0.084561021,ALS,iPSMN
AP002340.1,0.981531977,-0.08455331,ALS,iPSMN
RNU6-530P,0.981532527,-0.084555576,ALS,iPSMN
MTND4LP3,0.981536335,0.059445117,ALS,iPSMN
AC108727.2,0.981539157,-0.084521496,ALS,iPSMN
AC245033.2,0.98153986,-0.038181924,ALS,iPSMN
RNU6-672P,0.981545156,-0.084497748,ALS,iPSMN
AC079238.1,0.981546222,-0.084492866,ALS,iPSMN
AC019118.1,0.98154932,-0.084474774,ALS,iPSMN
ABBA01045074.2,0.98155958,-0.084425021,ALS,iPSMN
AP000919.3,0.981559612,-0.084430115,ALS,iPSMN
MIR8064,0.981566816,-0.084397834,ALS,iPSMN
SLC27A3,0.981568185,-0.001008696,ALS,iPSMN
AC090819.1,0.981569651,-0.084384567,ALS,iPSMN
AC092079.1,0.981571232,0.027032851,ALS,iPSMN
AL353621.1,0.981571616,-0.084374989,ALS,iPSMN
AC009487.1,0.981572818,-0.084370692,ALS,iPSMN
AL590640.2,0.98157319,-0.084366778,ALS,iPSMN
AC005244.2,0.98157627,-0.065038475,ALS,iPSMN
AC073137.1,0.981577151,-0.084351232,ALS,iPSMN
AC013456.1,0.981579413,-0.08433868,ALS,iPSMN
AC209154.1,0.981579687,-0.084339618,ALS,iPSMN
RNU6ATAC16P,0.981580194,-0.077173109,ALS,iPSMN
MAGEA13P,0.981580449,-0.084335893,ALS,iPSMN
OR4G4P,0.981587122,-0.051190127,ALS,iPSMN
AC093248.1,0.981589907,-0.084292549,ALS,iPSMN
AKR1D1P1,0.981593144,-0.084276481,ALS,iPSMN
AL353754.1,0.981593363,-0.08427242,ALS,iPSMN
SNORD4B,0.981597909,-0.084255162,ALS,iPSMN
AC009480.1,0.98160023,-0.043976699,ALS,iPSMN
AL096677.1,0.981602828,-0.084233643,ALS,iPSMN
ABHD17AP8,0.981606538,-0.084216655,ALS,iPSMN
AC009171.1,0.981608412,-0.084208071,ALS,iPSMN
AC007879.4,0.981611959,-0.050892243,ALS,iPSMN
ENTR1P1,0.981612137,-0.084190921,ALS,iPSMN
AL591518.1,0.981614555,-0.084179941,ALS,iPSMN
AP005131.3,0.981616354,-0.050186505,ALS,iPSMN
RING1,0.981617515,0.00058755,ALS,iPSMN
IL22RA2,0.981621881,0.084144688,ALS,iPSMN
AC018558.6,0.981624573,-0.084133629,ALS,iPSMN
H2BC2P,0.981624587,-0.084134001,ALS,iPSMN
AL591212.2,0.981626223,-0.084121601,ALS,iPSMN
AL121839.1,0.981626902,-0.084123399,ALS,iPSMN
AL390065.1,0.981627419,-0.044388239,ALS,iPSMN
RPS4XP12,0.981633126,-0.084094898,ALS,iPSMN
CXCR3,0.981633548,-0.056296531,ALS,iPSMN
MTCO1P49,0.981636176,-0.084078986,ALS,iPSMN
AC005549.1,0.981637385,-0.084075368,ALS,iPSMN
WWP2,0.981639411,-0.000822371,ALS,iPSMN
H3P24,0.981639877,-0.067302094,ALS,iPSMN
AC012618.2,0.981645062,-0.014546814,ALS,iPSMN
AL606490.1,0.981649716,-0.084018496,ALS,iPSMN
MTCO3P38,0.981653673,-0.084000375,ALS,iPSMN
BPIFA1,0.981653948,-0.083999545,ALS,iPSMN
AL034555.1,0.981657781,-0.083978454,ALS,iPSMN
OR11I1P,0.981658541,-0.083978085,ALS,iPSMN
AL357172.1,0.981659954,-0.040262514,ALS,iPSMN
AC114498.1,0.981662311,0.058888088,ALS,iPSMN
NACAP2,0.981662637,-0.083959268,ALS,iPSMN
AIG1P1,0.981664854,-0.083948141,ALS,iPSMN
RNA5SP235,0.981667046,-0.08393956,ALS,iPSMN
AC005695.2,0.981667046,-0.08393956,ALS,iPSMN
AL513534.1,0.981667046,-0.08393956,ALS,iPSMN
RNU6-254P,0.981667046,-0.08393956,ALS,iPSMN
AL512326.5,0.981667046,-0.08393956,ALS,iPSMN
RNU6-208P,0.981668461,-0.083933084,ALS,iPSMN
AL591846.1,0.981668461,-0.083933084,ALS,iPSMN
RNU6-1216P,0.981668461,-0.083933084,ALS,iPSMN
RNU6-924P,0.981668461,-0.083933084,ALS,iPSMN
RNU4-58P,0.981668461,-0.083933084,ALS,iPSMN
AL138691.1,0.981668461,-0.083933084,ALS,iPSMN
RNU6-1020P,0.981668461,-0.083933084,ALS,iPSMN
AC144536.1,0.981668461,-0.083933084,ALS,iPSMN
AP000967.2,0.981668461,-0.083933084,ALS,iPSMN
RNU6-1322P,0.981668461,-0.083933084,ALS,iPSMN
RNU6-450P,0.981668461,-0.083933084,ALS,iPSMN
AL162255.1,0.981668461,-0.083933084,ALS,iPSMN
RNU6-1131P,0.981668461,-0.083933084,ALS,iPSMN
RNU6-728P,0.981668461,-0.083933084,ALS,iPSMN
RNA5SP167,0.981668461,-0.083933084,ALS,iPSMN
RNU6-425P,0.981668461,-0.083933084,ALS,iPSMN
RNU6-546P,0.981668461,-0.083933084,ALS,iPSMN
CR589951.1,0.981668461,-0.083933084,ALS,iPSMN
RNU6-187P,0.981668461,-0.083933084,ALS,iPSMN
AC080038.1,0.981668461,-0.083933084,ALS,iPSMN
MIR563,0.981668461,-0.083933084,ALS,iPSMN
MIR27B,0.981668461,-0.083933084,ALS,iPSMN
MIR328,0.981668461,-0.083933084,ALS,iPSMN
MIR589,0.981668461,-0.083933084,ALS,iPSMN
MIR708,0.981668461,-0.083933084,ALS,iPSMN
AC008915.1,0.981668461,-0.083933084,ALS,iPSMN
MRPS5P3,0.981668461,-0.083933084,ALS,iPSMN
AL133270.1,0.981668461,-0.083933084,ALS,iPSMN
AL080315.2,0.981668461,-0.083933084,ALS,iPSMN
MIR548L,0.981668461,-0.083933084,ALS,iPSMN
RNU6-1050P,0.981668461,-0.083933084,ALS,iPSMN
RNU6-613P,0.981668461,-0.083933084,ALS,iPSMN
AC007956.1,0.981668461,-0.083933084,ALS,iPSMN
RNU6-602P,0.981668461,-0.083933084,ALS,iPSMN
AC020987.1,0.981668461,-0.083933084,ALS,iPSMN
TUBB4BP5,0.981668461,-0.083933084,ALS,iPSMN
PGBD4P5,0.981668461,-0.083933084,ALS,iPSMN
OFD1P1Y,0.981668461,-0.083933084,ALS,iPSMN
AC090844.1,0.981668461,-0.083933084,ALS,iPSMN
ZNF736P2Y,0.981668461,-0.083933084,ALS,iPSMN
LINC01941,0.981668461,-0.083933084,ALS,iPSMN
AC008060.2,0.981668461,-0.083933084,ALS,iPSMN
AP000522.1,0.981668461,-0.083933084,ALS,iPSMN
LINC00362,0.981668461,-0.083933084,ALS,iPSMN
AL512366.1,0.981668461,-0.083933084,ALS,iPSMN
COTL1P1,0.981668461,-0.083933084,ALS,iPSMN
AC007967.3,0.981668461,-0.083933084,ALS,iPSMN
IMP3P1,0.981668461,-0.083933084,ALS,iPSMN
ZNF736P5Y,0.981668461,-0.083933084,ALS,iPSMN
LINC00692,0.981668461,-0.083933084,ALS,iPSMN
AC011233.1,0.981668461,-0.083933084,ALS,iPSMN
AL158090.1,0.981668461,-0.083933084,ALS,iPSMN
AL691482.2,0.981668461,-0.083933084,ALS,iPSMN
AC073464.1,0.981668461,-0.083933084,ALS,iPSMN
AF212831.1,0.981668461,-0.083933084,ALS,iPSMN
AC103563.5,0.981668461,-0.083933084,ALS,iPSMN
DDX39BP1,0.981668461,-0.083933084,ALS,iPSMN
AC128676.1,0.981668461,-0.083933084,ALS,iPSMN
NDUFS5P2,0.981668461,-0.083933084,ALS,iPSMN
AC091730.1,0.981668461,-0.083933084,ALS,iPSMN
CEACAMP11,0.981668461,-0.083933084,ALS,iPSMN
AC090571.1,0.981668461,-0.083933084,ALS,iPSMN
AC069439.1,0.981668461,-0.083933084,ALS,iPSMN
AC018638.3,0.981668461,-0.083933084,ALS,iPSMN
AC112771.1,0.981668461,-0.083933084,ALS,iPSMN
IGKV1D-43,0.981668461,-0.083933084,ALS,iPSMN
RNU6-583P,0.981668461,-0.083933084,ALS,iPSMN
RNU2-69P,0.981668461,-0.083933084,ALS,iPSMN
RNU6-561P,0.981668461,-0.083933084,ALS,iPSMN
AC018692.1,0.981668461,-0.083933084,ALS,iPSMN
AC103783.1,0.981668461,-0.083933084,ALS,iPSMN
RNU6-542P,0.981668461,-0.083933084,ALS,iPSMN
RNU6-659P,0.981668461,-0.083933084,ALS,iPSMN
RNU6-875P,0.981668461,-0.083933084,ALS,iPSMN
AL391314.1,0.981668461,-0.083933084,ALS,iPSMN
RNA5SP466,0.981668461,-0.083933084,ALS,iPSMN
RNU7-28P,0.981668461,-0.083933084,ALS,iPSMN
RNU6-375P,0.981668461,-0.083933084,ALS,iPSMN
RNU6-430P,0.981668461,-0.083933084,ALS,iPSMN
AL133485.1,0.981668461,-0.083933084,ALS,iPSMN
RNU6-1261P,0.981668461,-0.083933084,ALS,iPSMN
RNU6-494P,0.981668461,-0.083933084,ALS,iPSMN
IGHV3-25,0.981668461,-0.083933084,ALS,iPSMN
AC025300.1,0.981668461,-0.083933084,ALS,iPSMN
AP004371.1,0.981668461,-0.083933084,ALS,iPSMN
RPL12P46,0.981668461,-0.083933084,ALS,iPSMN
AC005342.2,0.981668461,-0.083933084,ALS,iPSMN
AC107016.1,0.981668461,-0.083933084,ALS,iPSMN
AC009387.1,0.981668461,-0.083933084,ALS,iPSMN
AC011611.6,0.981668461,-0.083933084,ALS,iPSMN
AC025254.1,0.981668461,-0.083933084,ALS,iPSMN
AL121579.1,0.981668461,-0.083933084,ALS,iPSMN
AL355095.1,0.981668461,-0.083933084,ALS,iPSMN
AC009396.3,0.981668461,-0.083933084,ALS,iPSMN
AC018552.2,0.981668461,-0.083933084,ALS,iPSMN
AC007861.2,0.981668461,-0.083933084,ALS,iPSMN
MIR548AO,0.981668461,-0.083933084,ALS,iPSMN
MIR3197,0.981668461,-0.083933084,ALS,iPSMN
MIR4672,0.981668461,-0.083933084,ALS,iPSMN
MIR4258,0.981668461,-0.083933084,ALS,iPSMN
MIR378B,0.981668461,-0.083933084,ALS,iPSMN
MIR5696,0.981668461,-0.083933084,ALS,iPSMN
MIR5003,0.981668461,-0.083933084,ALS,iPSMN
MIR3121,0.981668461,-0.083933084,ALS,iPSMN
MIR4749,0.981668461,-0.083933084,ALS,iPSMN
MIR4500,0.981668461,-0.083933084,ALS,iPSMN
MIR4666A,0.981668461,-0.083933084,ALS,iPSMN
MIR3186,0.981668461,-0.083933084,ALS,iPSMN
MIR4740,0.981668461,-0.083933084,ALS,iPSMN
AC015688.5,0.981668461,-0.083933084,ALS,iPSMN
AC063977.5,0.981668461,-0.083933084,ALS,iPSMN
AL356218.1,0.981668461,-0.083933084,ALS,iPSMN
MIR4787,0.981668461,-0.083933084,ALS,iPSMN
AC244107.2,0.981668461,-0.083933084,ALS,iPSMN
MIR6877,0.981668461,-0.083933084,ALS,iPSMN
MIR6514,0.981668461,-0.083933084,ALS,iPSMN
AL021937.5,0.981668461,-0.083933084,ALS,iPSMN
MIR6772,0.981668461,-0.083933084,ALS,iPSMN
AL117190.3,0.981668461,-0.083933084,ALS,iPSMN
AC104971.3,0.981668461,-0.083933084,ALS,iPSMN
AC008622.3,0.981668461,-0.083933084,ALS,iPSMN
AL353770.2,0.981668461,-0.083933084,ALS,iPSMN
MIR6747,0.981668461,-0.083933084,ALS,iPSMN
AL132655.7,0.981668461,-0.083933084,ALS,iPSMN
AL137060.7,0.981668461,-0.083933084,ALS,iPSMN
MIR6802,0.981668461,-0.083933084,ALS,iPSMN
MIR6819,0.981668461,-0.083933084,ALS,iPSMN
CR392039.4,0.981668461,-0.083933084,ALS,iPSMN
MIR642B,0.981668461,-0.083933084,ALS,iPSMN
MIR3975,0.981668461,-0.083933084,ALS,iPSMN
MIR4678,0.981668461,-0.083933084,ALS,iPSMN
MIR1204,0.981668461,-0.083933084,ALS,iPSMN
MIR7703,0.981668461,-0.083933084,ALS,iPSMN
MIR4315-1,0.981668461,-0.083933084,ALS,iPSMN
MIR6756,0.981668461,-0.083933084,ALS,iPSMN
MIR4315-2,0.981668461,-0.083933084,ALS,iPSMN
MIR7162,0.981668461,-0.083933084,ALS,iPSMN
MIR3191,0.981668461,-0.083933084,ALS,iPSMN
MIR6869,0.981668461,-0.083933084,ALS,iPSMN
MIR6890,0.981668461,-0.083933084,ALS,iPSMN
AC006970.3,0.981668461,-0.083933084,ALS,iPSMN
AC100756.4,0.981668461,-0.083933084,ALS,iPSMN
AC068633.2,0.981668461,-0.083933084,ALS,iPSMN
AC092377.1,0.981668461,-0.083933084,ALS,iPSMN
AC026785.1,0.981670017,0.032129879,ALS,iPSMN
AC091948.2,0.981671309,-0.083917161,ALS,iPSMN
ARL2BPP10,0.981673572,-0.083909675,ALS,iPSMN
NDUFA5P10,0.981676149,-0.083897877,ALS,iPSMN
AC022748.1,0.981678989,-0.083884735,ALS,iPSMN
SETP14,0.981682396,-0.001498421,ALS,iPSMN
RN7SL372P,0.981684325,-0.083859148,ALS,iPSMN
TRIM60P15,0.981686362,-0.083850688,ALS,iPSMN
LGALS9B,0.98168756,-0.083845098,ALS,iPSMN
GAPDHP29,0.981690092,-0.083834023,ALS,iPSMN
AC100844.1,0.981693532,-0.083818273,ALS,iPSMN
RNU6-1251P,0.981694852,-0.083812229,ALS,iPSMN
CNN2P10,0.981694996,-0.083811568,ALS,iPSMN
RNU6-87P,0.981695133,-0.08381094,ALS,iPSMN
AC097372.3,0.981697624,-0.083799153,ALS,iPSMN
AC068769.1,0.9816977,0.07011185,ALS,iPSMN
ARL2BPP1,0.981697787,-0.083798786,ALS,iPSMN
LINC00905,0.981698313,-0.083796255,ALS,iPSMN
AF186192.4,0.981699721,-0.083789929,ALS,iPSMN
SNORD6,0.981700269,-0.083786093,ALS,iPSMN
AL023913.1,0.981708089,-0.083746328,ALS,iPSMN
RNU6-115P,0.98171017,-0.08374208,ALS,iPSMN
RNA5SP527,0.981711508,-0.083732256,ALS,iPSMN
RNU6-680P,0.981713567,-0.083726523,ALS,iPSMN
AC025627.1,0.981718566,0.032126354,ALS,iPSMN
AC003657.1,0.981718832,-0.083702411,ALS,iPSMN
RN7SL113P,0.981721155,0.003853024,ALS,iPSMN
MS4A13,0.981723583,-0.083680656,ALS,iPSMN
OR51I2,0.98172359,-0.046749167,ALS,iPSMN
MT1E,0.981729781,-0.007691107,ALS,iPSMN
AC018495.1,0.981729833,-0.083651622,ALS,iPSMN
AL354798.1,0.981730916,-0.026565735,ALS,iPSMN
AC076966.1,0.981732069,-0.083637692,ALS,iPSMN
RPS3AP36,0.981736051,0.016907929,ALS,iPSMN
AC106870.1,0.981738591,-0.083611927,ALS,iPSMN
DEFB107B,0.981738591,-0.083611927,ALS,iPSMN
KRTAP4-5,0.981738591,-0.083611927,ALS,iPSMN
MIR412,0.981738591,-0.083611927,ALS,iPSMN
RNU6-655P,0.981738591,-0.083611927,ALS,iPSMN
AL158011.1,0.981738591,-0.083611927,ALS,iPSMN
RNU6-340P,0.981738591,-0.083611927,ALS,iPSMN
AC068448.1,0.981738591,-0.083611927,ALS,iPSMN
FABP9,0.981738591,-0.083611927,ALS,iPSMN
RNU6-708P,0.981738591,-0.083611927,ALS,iPSMN
TSPY17P,0.981738591,-0.083611927,ALS,iPSMN
AC073071.1,0.981738591,-0.083611927,ALS,iPSMN
AC019322.2,0.981738591,-0.083611927,ALS,iPSMN
COX6B1P2,0.981738591,-0.083611927,ALS,iPSMN
AC010343.2,0.981738591,-0.083611927,ALS,iPSMN
RNA5SP373,0.981738591,-0.083611927,ALS,iPSMN
AC137579.2,0.981738591,-0.083611927,ALS,iPSMN
OR4A46P,0.981738591,-0.083611927,ALS,iPSMN
MIR4639,0.981738591,-0.083611927,ALS,iPSMN
MIR4257,0.981738591,-0.083611927,ALS,iPSMN
MIR3177,0.981738591,-0.083611927,ALS,iPSMN
AC209007.2,0.981738591,-0.083611927,ALS,iPSMN
AC011524.1,0.981738591,-0.083611927,ALS,iPSMN
AC013244.2,0.981738591,-0.083611927,ALS,iPSMN
REXO1L3P,0.981738591,-0.083611927,ALS,iPSMN
MIR6867,0.981738591,-0.083611927,ALS,iPSMN
AC138649.5,0.981738591,-0.083611927,ALS,iPSMN
MIR6875,0.981738591,-0.083611927,ALS,iPSMN
MIR6845,0.981738591,-0.083611927,ALS,iPSMN
MIR4658,0.981738591,-0.083611927,ALS,iPSMN
AC006548.3,0.981738591,-0.083611927,ALS,iPSMN
PCMTD1P3,0.981738638,-0.047211891,ALS,iPSMN
AL161932.1,0.981739261,-0.08360886,ALS,iPSMN
AL109839.1,0.981740308,-0.083604065,ALS,iPSMN
GRAMD4P4,0.981740582,-0.083602809,ALS,iPSMN
RNU6-233P,0.981742017,-0.083596239,ALS,iPSMN
ARF1P3,0.981742096,-0.083595875,ALS,iPSMN
AC007099.1,0.981743761,0.030630458,ALS,iPSMN
LINC02435,0.98174825,0.050167861,ALS,iPSMN
AC117461.1,0.981751496,0.02105704,ALS,iPSMN
AC139720.1,0.981754585,-0.083533435,ALS,iPSMN
AL158800.1,0.981754967,-0.083536934,ALS,iPSMN
RN7SL497P,0.981759917,-0.083513175,ALS,iPSMN
AC092474.1,0.981762142,-0.083504076,ALS,iPSMN
GM2AP2,0.981763682,-0.083497026,ALS,iPSMN
RPS12P17,0.981763721,-0.050177725,ALS,iPSMN
AC110994.2,0.981765306,-0.083483338,ALS,iPSMN
SMIM9,0.981765589,-0.083488292,ALS,iPSMN
AL117341.1,0.981767821,-0.083475023,ALS,iPSMN
AC068042.1,0.9817686,-0.062677867,ALS,iPSMN
AL645937.3,0.981776021,0.012051659,ALS,iPSMN
AL445190.1,0.981776172,-0.083439674,ALS,iPSMN
AL390816.1,0.981776172,-0.083439674,ALS,iPSMN
AC130456.4,0.981779756,-0.016677805,ALS,iPSMN
KRTAP10-7,0.98178123,-0.012819577,ALS,iPSMN
RNU6-172P,0.981781634,-0.083414816,ALS,iPSMN
UMAD1,0.981781827,0.00084699,ALS,iPSMN
AC133555.4,0.981784375,-0.083394188,ALS,iPSMN
CEACAM8,0.981784801,-0.043832221,ALS,iPSMN
AC096970.1,0.981790687,-0.083373358,ALS,iPSMN
AC096922.1,0.981790793,-0.083372872,ALS,iPSMN
AC092798.1,0.981791645,0.019451723,ALS,iPSMN
AL645944.1,0.981793076,-0.08336102,ALS,iPSMN
AC104335.1,0.981793356,-0.083356418,ALS,iPSMN
AC113386.1,0.981794175,-0.083357386,ALS,iPSMN
AC006927.1,0.98179418,-0.037520912,ALS,iPSMN
RPS23P10,0.98179517,-0.08335283,ALS,iPSMN
AC013472.1,0.98179909,0.022152828,ALS,iPSMN
AC093894.2,0.981799585,-0.083332609,ALS,iPSMN
KIR3DL1,0.981807906,-0.083294506,ALS,iPSMN
RN7SL553P,0.98180797,-0.083294004,ALS,iPSMN
AC109454.3,0.981811291,-0.083279007,ALS,iPSMN
KRTAP9-6,0.981812227,-0.083274719,ALS,iPSMN
RNU6-628P,0.981820396,-0.08323727,ALS,iPSMN
LINC01548,0.981821127,-0.08323396,ALS,iPSMN
AC063923.2,0.981821738,-0.076554567,ALS,iPSMN
RMRPP5,0.981824482,-0.083218598,ALS,iPSMN
COMTD1,0.981824844,-0.001269014,ALS,iPSMN
RN7SL670P,0.981825355,-0.063530836,ALS,iPSMN
LINC02834,0.981826115,-0.08321112,ALS,iPSMN
RN7SL636P,0.981827771,-0.083201807,ALS,iPSMN
LAMTOR3P1,0.981829953,0.037552992,ALS,iPSMN
AC110603.1,0.981834949,-0.083167282,ALS,iPSMN
AC087477.7,0.98183564,-0.083167501,ALS,iPSMN
RPL17P17,0.981836194,-0.083163129,ALS,iPSMN
AC116666.1,0.98184095,-0.083141463,ALS,iPSMN
AC140479.7,0.981841095,-0.083142522,ALS,iPSMN
AC007495.1,0.98184239,-0.08313416,ALS,iPSMN
PRKACG,0.981844287,-0.050629289,ALS,iPSMN
AQP7P5,0.981845503,0.083122328,ALS,iPSMN
SERPINB8P1,0.981849378,-0.083104591,ALS,iPSMN
AL161912.3,0.981859138,-0.083059895,ALS,iPSMN
AC113607.1,0.981863619,-0.083039372,ALS,iPSMN
AC002546.1,0.981864474,-0.083031709,ALS,iPSMN
MTCO1P45,0.981866056,-0.083027656,ALS,iPSMN
MIR3162,0.981867402,-0.083022049,ALS,iPSMN
AC093117.1,0.981867522,-0.008594677,ALS,iPSMN
CR383656.6,0.981867703,-0.083020674,ALS,iPSMN
AC093664.1,0.981876816,-0.082978941,ALS,iPSMN
AC104076.2,0.981876957,-0.082974898,ALS,iPSMN
OR2T3,0.981880204,-0.082963426,ALS,iPSMN
LPP-AS1,0.981880791,-0.082956376,ALS,iPSMN
TEX55,0.981881851,0.043509277,ALS,iPSMN
AC121493.1,0.981883016,-0.00151538,ALS,iPSMN
AC090023.1,0.981883387,-0.082948847,ALS,iPSMN
AC007879.1,0.981883759,-0.079286542,ALS,iPSMN
AL136140.2,0.981884346,-0.082944459,ALS,iPSMN
MIR6891,0.981886491,-0.082934636,ALS,iPSMN
AC016292.2,0.981894778,-0.082894444,ALS,iPSMN
RNF186,0.981895022,-0.082895556,ALS,iPSMN
IL9RP4,0.981896292,-0.082889753,ALS,iPSMN
MRPL57P8,0.981898795,-0.082878071,ALS,iPSMN
PLCL2-AS1,0.98190465,-0.082849183,ALS,iPSMN
AP005242.1,0.981907883,-0.082836673,ALS,iPSMN
LINC01817,0.981914147,-0.082807711,ALS,iPSMN
RN7SL307P,0.981918233,-0.082788109,ALS,iPSMN
AP000676.3,0.981920325,0.082779617,ALS,iPSMN
AC138965.1,0.981921061,-0.082776324,ALS,iPSMN
RNU5E-9P,0.981921877,-0.082772588,ALS,iPSMN
AC098869.2,0.981922507,-0.082769704,ALS,iPSMN
LINC02715,0.981926215,-0.050187033,ALS,iPSMN
RNA5SP490,0.981928219,-0.049543726,ALS,iPSMN
LINC02727,0.981928443,-0.082742484,ALS,iPSMN
PPIAP79,0.981929726,-0.076216631,ALS,iPSMN
APOA1-AS,0.98193103,-0.006539725,ALS,iPSMN
AL022238.2,0.981933009,0.048250139,ALS,iPSMN
CRIP1P2,0.981937153,-0.082702631,ALS,iPSMN
AC008957.2,0.98193818,0.040551297,ALS,iPSMN
OR4N3P,0.981941606,-0.041600197,ALS,iPSMN
AC007742.2,0.981947861,-0.082653596,ALS,iPSMN
CICP12,0.981948637,-0.082650039,ALS,iPSMN
AC116337.1,0.981950319,-0.08264234,ALS,iPSMN
OR52A5,0.981950791,-0.082640178,ALS,iPSMN
AC068491.2,0.981951066,-0.082636963,ALS,iPSMN
OR1K1,0.981952884,-0.067220135,ALS,iPSMN
AC125611.1,0.981957863,-0.082605592,ALS,iPSMN
SCYGR2,0.981958294,-0.08260582,ALS,iPSMN
FKBP4P2,0.981958781,-0.082602788,ALS,iPSMN
AC136619.2,0.981959335,-0.082601054,ALS,iPSMN
AC010385.2,0.981959533,-0.082600146,ALS,iPSMN
RN7SL215P,0.981965273,-0.082573221,ALS,iPSMN
LINC01218,0.981970551,-0.082549689,ALS,iPSMN
AC010524.1,0.981976429,0.049157483,ALS,iPSMN
AC022424.2,0.98198151,-0.082499506,ALS,iPSMN
AC079950.2,0.981984454,-0.082485621,ALS,iPSMN
AL024509.3,0.98199447,-0.063246188,ALS,iPSMN
LINC02244,0.981995669,-0.069137165,ALS,iPSMN
HLA-E,0.981996397,0.002497592,ALS,iPSMN
AC073626.2,0.981998172,-0.082423204,ALS,iPSMN
AC004788.1,0.981998658,-0.082420978,ALS,iPSMN
AL033519.2,0.982004293,-0.082395175,ALS,iPSMN
AL596223.2,0.982009103,-0.08236713,ALS,iPSMN
AC022540.1,0.982011504,-0.082356817,ALS,iPSMN
AL139148.1,0.982013977,-0.082350826,ALS,iPSMN
AL773545.2,0.982019444,0.031515912,ALS,iPSMN
AC104634.1,0.982022331,-0.08231257,ALS,iPSMN
CERS3-AS1,0.982023809,0.051916503,ALS,iPSMN
AC010731.3,0.982027415,-0.049764087,ALS,iPSMN
AC051649.1,0.982028924,-0.082282377,ALS,iPSMN
MIR4644,0.982029572,-0.082279024,ALS,iPSMN
RPS17P1,0.982030708,-0.082274209,ALS,iPSMN
AL355361.1,0.982032823,-0.039282034,ALS,iPSMN
AL357139.2,0.982036465,-0.074454654,ALS,iPSMN
AC026341.2,0.982037411,-0.039257766,ALS,iPSMN
AC013429.1,0.982038753,-0.082237368,ALS,iPSMN
AC016292.1,0.982038882,-0.035714798,ALS,iPSMN
DYNLT3P1,0.982044564,-0.069460349,ALS,iPSMN
HNRNPA3P13,0.982049964,-0.024538884,ALS,iPSMN
AC025187.1,0.982054172,-0.082166718,ALS,iPSMN
AC011396.3,0.982056103,-0.082157915,ALS,iPSMN
AC108052.1,0.982057378,-0.069768209,ALS,iPSMN
AC084398.1,0.982057703,-0.018855566,ALS,iPSMN
RPS29P20,0.982062741,-0.049675496,ALS,iPSMN
AL512624.1,0.982062769,-0.082127391,ALS,iPSMN
HNRNPA3P4,0.982063052,-0.035525466,ALS,iPSMN
AL590006.1,0.982067154,-0.068654895,ALS,iPSMN
MIR103A2,0.982067558,-0.082105341,ALS,iPSMN
GGTLC2,0.982068343,0.009403488,ALS,iPSMN
RPL26P26,0.982071151,-0.0798112,ALS,iPSMN
NDUFB4P2,0.982074273,-0.082069277,ALS,iPSMN
AC008474.1,0.982076856,-0.048395304,ALS,iPSMN
GXYLT1P1,0.982078767,-0.08205413,ALS,iPSMN
AC009509.4,0.982079866,-0.08204498,ALS,iPSMN
AC118282.4,0.982083327,-0.082030557,ALS,iPSMN
OR5M13P,0.982084866,-0.082026198,ALS,iPSMN
SCGB1C1,0.982087894,-0.082012333,ALS,iPSMN
RNU7-49P,0.982089308,-0.082005856,ALS,iPSMN
AL121603.1,0.982089308,-0.082005856,ALS,iPSMN
AL163642.1,0.982089308,-0.082005856,ALS,iPSMN
MIR548AR,0.982089308,-0.082005856,ALS,iPSMN
AL022345.1,0.982089308,-0.082005856,ALS,iPSMN
EEF1DP6,0.982092903,-0.081989395,ALS,iPSMN
GCSHP2,0.982093323,-0.081987471,ALS,iPSMN
PPIAP37,0.982097866,-0.081966667,ALS,iPSMN
BX284668.4,0.98209843,0.023425037,ALS,iPSMN
AL009179.3,0.982103154,-0.08194245,ALS,iPSMN
UGT1A5,0.982105973,-0.081929543,ALS,iPSMN
NIP7P1,0.982106323,-0.081927938,ALS,iPSMN
CSF2,0.982110025,-0.08191099,ALS,iPSMN
MTND4P19,0.982110025,-0.081910986,ALS,iPSMN
RNU2-20P,0.982110704,0.023199693,ALS,iPSMN
AC010655.5,0.982113745,-0.069752838,ALS,iPSMN
AC055733.4,0.982114947,-0.08188839,ALS,iPSMN
AC096708.1,0.982114947,-0.08188839,ALS,iPSMN
SCGB1D5P,0.982114947,-0.08188839,ALS,iPSMN
AL391987.1,0.982120291,-0.081863345,ALS,iPSMN
AL353691.1,0.982126742,-0.066620301,ALS,iPSMN
AC128709.2,0.982128222,-0.045841073,ALS,iPSMN
TRIM64FP,0.982130727,-0.068948759,ALS,iPSMN
AC092068.1,0.982132104,-0.081809879,ALS,iPSMN
AC073111.2,0.98213353,-0.081803348,ALS,iPSMN
