gene_name,pvalue,log2FoldChange,disease,cell_type
AC106729.1,0.982133925,-0.081801539,ALS,iPSMN
AL109804.1,0.982134492,-0.006916825,ALS,iPSMN
AC022035.1,0.982134714,-0.081797178,ALS,iPSMN
AC073571.1,0.982136391,-0.081789156,ALS,iPSMN
EXOC7P1,0.982136757,0.016684694,ALS,iPSMN
RNA5SP168,0.982140723,-0.081770408,ALS,iPSMN
AC138969.2,0.982140769,-0.08176781,ALS,iPSMN
NAPGP1,0.982141136,-0.081768517,ALS,iPSMN
AL590491.1,0.98214597,-0.08174638,ALS,iPSMN
AL159990.1,0.982146118,-0.081745706,ALS,iPSMN
SRIP2,0.982146894,-0.081742149,ALS,iPSMN
AC092610.1,0.982149008,-0.080939739,ALS,iPSMN
AC244230.1,0.982152126,-0.081718159,ALS,iPSMN
MIR5006,0.98215944,-0.0816847,ALS,iPSMN
AC114876.1,0.98215944,-0.0816847,ALS,iPSMN
EDDM3CP,0.982160148,-0.081676596,ALS,iPSMN
RPS24P6,0.982160849,-0.081674548,ALS,iPSMN
LINC01082,0.982161765,-0.020124399,ALS,iPSMN
RPL21P103,0.982162239,-0.08167188,ALS,iPSMN
GOLGA1,0.982165859,-0.000736839,ALS,iPSMN
AC096713.1,0.982168078,-0.081641075,ALS,iPSMN
AL049651.1,0.982169045,-0.081640713,ALS,iPSMN
TNPO2,0.982170743,-0.000598822,ALS,iPSMN
BNIP3P23,0.98217102,-0.081631667,ALS,iPSMN
AC005020.1,0.982172001,-0.037617415,ALS,iPSMN
AC016397.1,0.982172747,-0.009993037,ALS,iPSMN
RN7SKP282,0.982173299,-0.081621074,ALS,iPSMN
AL121578.1,0.982175976,-0.014500289,ALS,iPSMN
NECAP1P2,0.982178952,-0.04212239,ALS,iPSMN
OR4F4,0.982181727,-0.08158264,ALS,iPSMN
SSX6P,0.982183187,-0.042276648,ALS,iPSMN
AC091010.1,0.9821892,-0.029984227,ALS,iPSMN
MAGEF1,0.982190671,0.000491382,ALS,iPSMN
GSTZ1,0.982192698,-0.000771469,ALS,iPSMN
OR2G3,0.982194454,-0.081524356,ALS,iPSMN
AL161636.1,0.982195828,-0.081518063,ALS,iPSMN
AC010634.1,0.982196204,0.076158247,ALS,iPSMN
RPSAP40,0.982196629,-0.081514397,ALS,iPSMN
AL118496.2,0.982200495,-0.081495747,ALS,iPSMN
AC007347.1,0.982201841,-0.081489149,ALS,iPSMN
JKAMPP1,0.982203055,-0.081484968,ALS,iPSMN
AL451140.1,0.982203597,-0.08148249,ALS,iPSMN
AC245047.1,0.982209456,-0.081455659,ALS,iPSMN
CYP3A51P,0.98221736,-0.08141946,ALS,iPSMN
AL672291.1,0.982217538,0.062616909,ALS,iPSMN
AC016866.2,0.982218514,-0.081412154,ALS,iPSMN
AL133163.2,0.982223657,-0.081390628,ALS,iPSMN
AL365436.3,0.982224563,-0.081386478,ALS,iPSMN
TUBB4BP3,0.982225127,-0.081378999,ALS,iPSMN
AC091231.1,0.982225359,-0.081382576,ALS,iPSMN
AC008446.1,0.982230223,-0.081360396,ALS,iPSMN
AC021305.1,0.982230277,-0.081360242,ALS,iPSMN
AL627230.5,0.982231032,-0.081356226,ALS,iPSMN
AC009901.1,0.98223836,-0.05181088,ALS,iPSMN
MIR3909,0.982241385,-0.081309442,ALS,iPSMN
AC069410.1,0.982242438,-0.081304621,ALS,iPSMN
ACE,0.982242828,-0.001930868,ALS,iPSMN
AC084198.3,0.982243327,0.068169885,ALS,iPSMN
AL359380.1,0.982245168,-0.081292104,ALS,iPSMN
MADD-AS1,0.98224781,-0.023373594,ALS,iPSMN
FAM236B,0.982250996,-0.081256825,ALS,iPSMN
AC139256.1,0.982251745,-0.081255722,ALS,iPSMN
WFDC10A,0.982254084,-0.081251289,ALS,iPSMN
MTCO3P4,0.982254364,-0.081250006,ALS,iPSMN
AL021397.1,0.982255709,-0.08124385,ALS,iPSMN
AP001825.2,0.982256114,-0.081241903,ALS,iPSMN
AL359258.1,0.982257415,-0.081235943,ALS,iPSMN
AC104758.1,0.982257569,-0.030238047,ALS,iPSMN
OR5BR1P,0.982260167,-0.081223434,ALS,iPSMN
AC019193.1,0.982261614,-0.081216807,ALS,iPSMN
NIFKP3,0.982262503,-0.025191506,ALS,iPSMN
AC068442.1,0.982266152,-0.062502742,ALS,iPSMN
RPL36AP13,0.982267192,-0.017834523,ALS,iPSMN
AC244472.1,0.982270491,-0.01269506,ALS,iPSMN
AL035699.1,0.982274176,-0.041988994,ALS,iPSMN
AC087664.2,0.982275223,-0.081154489,ALS,iPSMN
AC074124.1,0.982276263,-0.081144576,ALS,iPSMN
MTND4LP18,0.982279218,-0.081134071,ALS,iPSMN
FXYD4,0.982280569,-0.081128273,ALS,iPSMN
AC016553.1,0.982280813,-0.08112455,ALS,iPSMN
RN7SL800P,0.982286504,0.058644884,ALS,iPSMN
RNA5SP496,0.982293654,-0.081069418,ALS,iPSMN
AC112907.2,0.98229392,-0.04627092,ALS,iPSMN
AL731556.2,0.982294716,-0.081065122,ALS,iPSMN
AC090888.1,0.982297021,-0.081054579,ALS,iPSMN
RABEPKP1,0.982300347,-0.081039436,ALS,iPSMN
ASS1P8,0.982300347,-0.081039436,ALS,iPSMN
AC116350.1,0.982300347,-0.081039436,ALS,iPSMN
RNU6-223P,0.982300347,-0.081039436,ALS,iPSMN
AC080097.1,0.982300347,-0.081039436,ALS,iPSMN
AC007375.1,0.982300347,-0.081039436,ALS,iPSMN
AC013477.1,0.982300347,-0.081039436,ALS,iPSMN
AC234772.1,0.982300347,-0.081039436,ALS,iPSMN
RNU6-723P,0.982300347,-0.081039436,ALS,iPSMN
RNU6-207P,0.982300347,-0.081039436,ALS,iPSMN
RNY3P14,0.982300347,-0.081039436,ALS,iPSMN
AC025169.1,0.982300347,-0.081039436,ALS,iPSMN
RNU6-429P,0.982300347,-0.081039436,ALS,iPSMN
AC073149.1,0.982300347,-0.081039436,ALS,iPSMN
AL592291.1,0.982300347,-0.081039436,ALS,iPSMN
RNA5SP371,0.982300347,-0.081039436,ALS,iPSMN
AC069257.1,0.982300347,-0.081039436,ALS,iPSMN
RNU2-40P,0.982300347,-0.081039436,ALS,iPSMN
RNA5SP144,0.982300347,-0.081039436,ALS,iPSMN
LINC00397,0.982300347,-0.081039436,ALS,iPSMN
AL603910.2,0.982300347,-0.081039436,ALS,iPSMN
RPL23AP41,0.982300347,-0.081039436,ALS,iPSMN
RPS29P6,0.982300347,-0.081039436,ALS,iPSMN
AL355303.1,0.982300347,-0.081039436,ALS,iPSMN
AL157378.1,0.982300347,-0.081039436,ALS,iPSMN
KRTAP25-1,0.982300347,-0.081039436,ALS,iPSMN
AC018511.2,0.982300347,-0.081039436,ALS,iPSMN
AC010982.2,0.982300347,-0.081039436,ALS,iPSMN
AL359951.1,0.982300347,-0.081039436,ALS,iPSMN
RNU6-699P,0.982300347,-0.081039436,ALS,iPSMN
RNU6-1096P,0.982300347,-0.081039436,ALS,iPSMN
AP002884.1,0.982300347,-0.081039436,ALS,iPSMN
SMIM12P1,0.982300347,-0.081039436,ALS,iPSMN
B3GNTL1P2,0.982300347,-0.081039436,ALS,iPSMN
CT45A6,0.982300347,-0.081039436,ALS,iPSMN
AC016696.2,0.982300347,-0.081039436,ALS,iPSMN
LINC00308,0.982300347,-0.081039436,ALS,iPSMN
RNU4-35P,0.982300347,-0.081039436,ALS,iPSMN
RNU6-1128P,0.982300347,-0.081039436,ALS,iPSMN
RNA5SP245,0.982300347,-0.081039436,ALS,iPSMN
RNU6-1164P,0.982300347,-0.081039436,ALS,iPSMN
RNU6-619P,0.982300347,-0.081039436,ALS,iPSMN
LRRC30,0.982300347,-0.081039436,ALS,iPSMN
RNU6-1227P,0.982300347,-0.081039436,ALS,iPSMN
AL645733.1,0.982300347,-0.081039436,ALS,iPSMN
SSR1P1,0.982300347,-0.081039436,ALS,iPSMN
RNU6ATAC40P,0.982300347,-0.081039436,ALS,iPSMN
MIR548H3,0.982300347,-0.081039436,ALS,iPSMN
AC064871.3,0.982300347,-0.081039436,ALS,iPSMN
RAB28P1,0.982300347,-0.081039436,ALS,iPSMN
AL591043.1,0.982300347,-0.081039436,ALS,iPSMN
AL593851.1,0.982300347,-0.081039436,ALS,iPSMN
AC004415.1,0.982300347,-0.081039436,ALS,iPSMN
LINC01327,0.982300347,-0.081039436,ALS,iPSMN
RN7SL104P,0.982300347,-0.081039436,ALS,iPSMN
RN7SKP52,0.982300347,-0.081039436,ALS,iPSMN
RNU5A-4P,0.982300347,-0.081039436,ALS,iPSMN
RNA5SP471,0.982300347,-0.081039436,ALS,iPSMN
AC013799.1,0.982300347,-0.081039436,ALS,iPSMN
TUBB4BP1,0.982300347,-0.081039436,ALS,iPSMN
AC009396.2,0.982300347,-0.081039436,ALS,iPSMN
SULT1C2P2,0.982300347,-0.081039436,ALS,iPSMN
AC018552.3,0.982300347,-0.081039436,ALS,iPSMN
AC136285.2,0.982300347,-0.081039436,ALS,iPSMN
CLEC4O,0.982300347,-0.081039436,ALS,iPSMN
AL138880.2,0.982300347,-0.081039436,ALS,iPSMN
MIR6794,0.982300347,-0.081039436,ALS,iPSMN
AC126755.6,0.982300347,-0.081039436,ALS,iPSMN
AC110491.2,0.982300347,-0.081039436,ALS,iPSMN
BX088723.1,0.982300347,-0.081039436,ALS,iPSMN
AC073869.6,0.982300347,-0.081039436,ALS,iPSMN
AC106742.1,0.982300347,-0.081039436,ALS,iPSMN
RPL36AP55,0.982300405,-0.081038916,ALS,iPSMN
RNU6-80P,0.982300646,-0.081038069,ALS,iPSMN
MIR670,0.982300646,-0.081038069,ALS,iPSMN
RPS29P10,0.982300646,-0.081038069,ALS,iPSMN
MTATP6P29,0.982300646,-0.081038069,ALS,iPSMN
AF241726.1,0.982300646,-0.081038069,ALS,iPSMN
AC004386.4,0.982300646,-0.081038069,ALS,iPSMN
MIR6789,0.982300646,-0.081038069,ALS,iPSMN
OR5BB1P,0.982300646,-0.081038069,ALS,iPSMN
MIR127,0.982300646,-0.081038069,ALS,iPSMN
AC245128.1,0.982300646,-0.081038069,ALS,iPSMN
MTCYBP12,0.982300646,-0.081038069,ALS,iPSMN
CDY22P,0.982300646,-0.081038069,ALS,iPSMN
RAB9BP1,0.982300646,-0.081038069,ALS,iPSMN
AL593856.1,0.982300646,-0.081038069,ALS,iPSMN
AC074087.1,0.982300646,-0.081038069,ALS,iPSMN
AC136777.1,0.982300646,-0.081038069,ALS,iPSMN
AC068075.1,0.982300646,-0.081038069,ALS,iPSMN
CUX2P1,0.982300646,-0.081038069,ALS,iPSMN
CCL23,0.982300646,-0.081038069,ALS,iPSMN
H2BP5,0.982300646,-0.081038069,ALS,iPSMN
AL355298.1,0.982300646,-0.081038069,ALS,iPSMN
AC234064.1,0.982300646,-0.081038069,ALS,iPSMN
AL162582.1,0.982300646,-0.081038069,ALS,iPSMN
OFD1P5Y,0.982300646,-0.081038069,ALS,iPSMN
AC008413.1,0.982300646,-0.081038069,ALS,iPSMN
LINC01216,0.982300646,-0.081038069,ALS,iPSMN
RNA5SP180,0.982300646,-0.081038069,ALS,iPSMN
MIR4473,0.982300646,-0.081038069,ALS,iPSMN
MIR4738,0.982300646,-0.081038069,ALS,iPSMN
MIR6125,0.982300646,-0.081038069,ALS,iPSMN
RAC1P1,0.982300725,-0.081037705,ALS,iPSMN
PRM2,0.982300725,-0.081037705,ALS,iPSMN
AL607035.2,0.982300725,-0.081037705,ALS,iPSMN
RNU5F-7P,0.982300725,-0.081037705,ALS,iPSMN
AL390241.1,0.982300725,-0.081037705,ALS,iPSMN
RNU6-335P,0.982300725,-0.081037705,ALS,iPSMN
RNU6-645P,0.982300725,-0.081037705,ALS,iPSMN
RNA5SP126,0.982300725,-0.081037705,ALS,iPSMN
AC023271.1,0.982300725,-0.081037705,ALS,iPSMN
RNU6-282P,0.982300725,-0.081037705,ALS,iPSMN
IGKV1OR2-3,0.982300725,-0.081037705,ALS,iPSMN
TRBV7-6,0.982300725,-0.081037705,ALS,iPSMN
AC011774.1,0.982300725,-0.081037705,ALS,iPSMN
RNU6ATAC23P,0.982300725,-0.081037705,ALS,iPSMN
MIR548F4,0.982300725,-0.081037705,ALS,iPSMN
RNU6-272P,0.982300725,-0.081037705,ALS,iPSMN
RNU2-14P,0.982300725,-0.081037705,ALS,iPSMN
AL592447.1,0.982300725,-0.081037705,ALS,iPSMN
AL606662.1,0.982300725,-0.081037705,ALS,iPSMN
LINC00489,0.982300725,-0.081037705,ALS,iPSMN
DEFB131B,0.982300725,-0.081037705,ALS,iPSMN
MRPS18BP1,0.982300725,-0.081037705,ALS,iPSMN
SPRR2C,0.982300725,-0.081037705,ALS,iPSMN
RN7SL51P,0.982300725,-0.081037705,ALS,iPSMN
RPS27P20,0.982300725,-0.081037705,ALS,iPSMN
MTND4P17,0.982300725,-0.081037705,ALS,iPSMN
AC114967.1,0.982300725,-0.081037705,ALS,iPSMN
RNU6-1089P,0.982300725,-0.081037705,ALS,iPSMN
RNU2-56P,0.982300725,-0.081037705,ALS,iPSMN
AC061965.1,0.982300725,-0.081037705,ALS,iPSMN
AC068880.2,0.982300725,-0.081037705,ALS,iPSMN
WBP1LP10,0.982300725,-0.081037705,ALS,iPSMN
AC090821.3,0.982300725,-0.081037705,ALS,iPSMN
AC087373.1,0.982300725,-0.081037705,ALS,iPSMN
AC090502.1,0.982300725,-0.081037705,ALS,iPSMN
AC133555.1,0.982300725,-0.081037705,ALS,iPSMN
AL133371.2,0.982300725,-0.081037705,ALS,iPSMN
AC015722.1,0.982300725,-0.081037705,ALS,iPSMN
AC016987.1,0.982300725,-0.081037705,ALS,iPSMN
AC012379.1,0.982300725,-0.081037705,ALS,iPSMN
AC092368.1,0.982300725,-0.081037705,ALS,iPSMN
AC074050.1,0.982300725,-0.081037705,ALS,iPSMN
AC023824.3,0.982300725,-0.081037705,ALS,iPSMN
MIR4319,0.982300725,-0.081037705,ALS,iPSMN
MIR3908,0.982300725,-0.081037705,ALS,iPSMN
AC048347.1,0.982300725,-0.081037705,ALS,iPSMN
Z99571.1,0.982300725,-0.081037705,ALS,iPSMN
ETDC,0.982300725,-0.081037705,ALS,iPSMN
SPINK14,0.982300725,-0.081037705,ALS,iPSMN
RNU6-552P,0.982300725,-0.081037705,ALS,iPSMN
RNY4P6,0.982300725,-0.081037705,ALS,iPSMN
AC036222.1,0.982300725,-0.081037705,ALS,iPSMN
AC022296.1,0.982300725,-0.081037705,ALS,iPSMN
RNU6-805P,0.982300725,-0.081037705,ALS,iPSMN
AC016559.1,0.982300725,-0.081037705,ALS,iPSMN
AC022217.1,0.982300725,-0.081037705,ALS,iPSMN
AL024509.1,0.982300725,-0.081037705,ALS,iPSMN
RNU6-878P,0.982300725,-0.081037705,ALS,iPSMN
AL034399.1,0.982300725,-0.081037705,ALS,iPSMN
RNU2-3P,0.982300725,-0.081037705,ALS,iPSMN
RN7SKP247,0.982300725,-0.081037705,ALS,iPSMN
RN7SKP140,0.982300725,-0.081037705,ALS,iPSMN
RNU2-71P,0.982300725,-0.081037705,ALS,iPSMN
NDUFB4P7,0.982300725,-0.081037705,ALS,iPSMN
AP001476.3,0.982300725,-0.081037705,ALS,iPSMN
MTND3P4,0.982300725,-0.081037705,ALS,iPSMN
AL445193.1,0.982300725,-0.081037705,ALS,iPSMN
MTCYBP10,0.982300725,-0.081037705,ALS,iPSMN
AL161638.2,0.982300725,-0.081037705,ALS,iPSMN
AC090425.1,0.982300725,-0.081037705,ALS,iPSMN
AC112198.3,0.982300725,-0.081037705,ALS,iPSMN
AL117351.2,0.982300725,-0.081037705,ALS,iPSMN
SUMO2P5,0.982300725,-0.081037705,ALS,iPSMN
RNU4-49P,0.982300725,-0.081037705,ALS,iPSMN
AC091117.1,0.982300725,-0.081037705,ALS,iPSMN
RNU6-504P,0.982300725,-0.081037705,ALS,iPSMN
RNU2-44P,0.982300725,-0.081037705,ALS,iPSMN
RNU6-711P,0.982300725,-0.081037705,ALS,iPSMN
AC073964.1,0.982300725,-0.081037705,ALS,iPSMN
AL136363.1,0.982300725,-0.081037705,ALS,iPSMN
RNA5SP257,0.982300725,-0.081037705,ALS,iPSMN
AL161420.1,0.982300725,-0.081037705,ALS,iPSMN
AL078604.3,0.982300725,-0.081037705,ALS,iPSMN
MIR548AZ,0.982300725,-0.081037705,ALS,iPSMN
AC004790.2,0.982300725,-0.081037705,ALS,iPSMN
MIR4758,0.982300725,-0.081037705,ALS,iPSMN
AP000438.2,0.982300725,-0.081037705,ALS,iPSMN
AL022332.2,0.982303614,-0.081024475,ALS,iPSMN
XAGE5,0.98230405,-0.08102248,ALS,iPSMN
MTCO2P32,0.982308028,-0.081004263,ALS,iPSMN
AP005901.3,0.982308137,-0.081001406,ALS,iPSMN
AC005176.1,0.982308452,-0.081001366,ALS,iPSMN
AL118557.1,0.98231131,-0.080989233,ALS,iPSMN
LINC01693,0.98231306,-0.08098122,ALS,iPSMN
GLRXP1,0.982313735,-0.080978127,ALS,iPSMN
AL136226.1,0.98231453,-0.080971871,ALS,iPSMN
SNORA70D,0.982315348,-0.080970741,ALS,iPSMN
RPTN,0.98231815,-0.080957006,ALS,iPSMN
AC092637.1,0.982319654,-0.080951024,ALS,iPSMN
LINC00370,0.982320729,0.067683614,ALS,iPSMN
RPL34P23,0.982325416,-0.080924638,ALS,iPSMN
AC097493.3,0.982326828,-0.080918173,ALS,iPSMN
RN7SL176P,0.982327114,0.015932572,ALS,iPSMN
MLF2,0.982327793,0.000537661,ALS,iPSMN
ZNF780B,0.982329055,-0.000924167,ALS,iPSMN
AL359547.2,0.982330542,-0.080899747,ALS,iPSMN
AC078850.2,0.982331204,0.058362198,ALS,iPSMN
LINC01676,0.982335922,-0.08087483,ALS,iPSMN
AP006193.1,0.982336967,-0.080867955,ALS,iPSMN
AC233724.3,0.982338089,-0.0808666,ALS,iPSMN
TMEM252,0.982340469,-0.050537791,ALS,iPSMN
AL157366.1,0.982345765,-0.080826281,ALS,iPSMN
TRBV8-2,0.982346263,-0.080829171,ALS,iPSMN
KIF4CP,0.982351189,-0.080806612,ALS,iPSMN
AL132657.2,0.982351778,-0.080802677,ALS,iPSMN
RNA5SP251,0.982351885,-0.080803396,ALS,iPSMN
AL139395.1,0.982351885,-0.080803396,ALS,iPSMN
AC025040.1,0.982352086,0.052028857,ALS,iPSMN
LINC00314,0.982352181,-0.080802038,ALS,iPSMN
AGGF1P7,0.982352835,-0.080799077,ALS,iPSMN
AC116348.5,0.982354317,-0.080792287,ALS,iPSMN
SOWAHCP2,0.982354757,-0.080788225,ALS,iPSMN
FABP12P1,0.98235491,-0.080789572,ALS,iPSMN
AL357134.1,0.982355699,-0.080785809,ALS,iPSMN
ABCC5-AS1,0.982360223,-0.080760284,ALS,iPSMN
AC092807.2,0.982362197,-0.080756196,ALS,iPSMN
IGHV3OR16-12,0.982369663,-0.040144447,ALS,iPSMN
LINC01626,0.982370164,-0.080719686,ALS,iPSMN
AP001020.3,0.982371353,-0.014520272,ALS,iPSMN
AL139020.1,0.982373927,-0.045254216,ALS,iPSMN
MTND1P22,0.982373984,-0.080702228,ALS,iPSMN
AC124016.1,0.982375398,-0.080695751,ALS,iPSMN
AL122016.1,0.982375398,-0.080695751,ALS,iPSMN
RPS29P9,0.982375398,-0.080695751,ALS,iPSMN
Z99497.1,0.982375398,-0.080695751,ALS,iPSMN
AC104308.1,0.982375398,-0.080695751,ALS,iPSMN
AL353072.1,0.982375398,-0.080695751,ALS,iPSMN
RPL39P,0.982375398,-0.080695751,ALS,iPSMN
MRPS16P2,0.982375398,-0.080695751,ALS,iPSMN
RPS7P13,0.982375398,-0.080695751,ALS,iPSMN
AC005345.1,0.982375398,-0.080695751,ALS,iPSMN
RPL31P3,0.982375398,-0.080695751,ALS,iPSMN
RNU7-136P,0.982375398,-0.080695751,ALS,iPSMN
RNU7-141P,0.982375398,-0.080695751,ALS,iPSMN
RNU6-1206P,0.982375398,-0.080695751,ALS,iPSMN
AC010376.1,0.982375398,-0.080695751,ALS,iPSMN
AC069240.1,0.982375398,-0.080695751,ALS,iPSMN
AC005294.1,0.982375398,-0.080695751,ALS,iPSMN
AC107016.2,0.982375398,-0.080695751,ALS,iPSMN
AC126323.4,0.982375398,-0.080695751,ALS,iPSMN
MIR4664,0.982375398,-0.080695751,ALS,iPSMN
MIR3176,0.982375398,-0.080695751,ALS,iPSMN
MIR3157,0.982375398,-0.080695751,ALS,iPSMN
MIR5787,0.982375398,-0.080695751,ALS,iPSMN
BX664608.1,0.982375398,-0.080695751,ALS,iPSMN
AC063980.1,0.982375398,-0.080695751,ALS,iPSMN
RNU6-1017P,0.982375398,-0.080695751,ALS,iPSMN
AC013726.1,0.982375398,-0.080695751,ALS,iPSMN
RNU6-1189P,0.982375398,-0.080695751,ALS,iPSMN
MIR602,0.982375398,-0.080695751,ALS,iPSMN
MIR1207,0.982375398,-0.080695751,ALS,iPSMN
AC005006.1,0.982375398,-0.080695751,ALS,iPSMN
RPL36P16,0.982375398,-0.080695751,ALS,iPSMN
AL596448.1,0.982375398,-0.080695751,ALS,iPSMN
AC093423.1,0.982375398,-0.080695751,ALS,iPSMN
MTND4P5,0.982375398,-0.080695751,ALS,iPSMN
RPL7P2,0.982375398,-0.080695751,ALS,iPSMN
AC012593.2,0.982375398,-0.080695751,ALS,iPSMN
TOMM22P2,0.982375398,-0.080695751,ALS,iPSMN
AC108059.4,0.982375398,-0.080695751,ALS,iPSMN
AC004129.3,0.982375398,-0.080695751,ALS,iPSMN
AL023773.2,0.982375398,-0.080695751,ALS,iPSMN
RNA5SP103,0.982375398,-0.080695751,ALS,iPSMN
RN7SL41P,0.982375398,-0.080695751,ALS,iPSMN
RPL23AP55,0.982375398,-0.080695751,ALS,iPSMN
RPS29P12,0.982375398,-0.080695751,ALS,iPSMN
AC113347.2,0.982375398,-0.080695751,ALS,iPSMN
MIR3192,0.982375398,-0.080695751,ALS,iPSMN
AL442128.1,0.982375398,-0.080695751,ALS,iPSMN
AC099654.5,0.982375398,-0.080695751,ALS,iPSMN
MIR7110,0.982375398,-0.080695751,ALS,iPSMN
RNA5SP350,0.982375398,-0.080695751,ALS,iPSMN
RNA5SP139,0.982375398,-0.080695751,ALS,iPSMN
AL031985.1,0.982375398,-0.080695751,ALS,iPSMN
AC245047.2,0.982375398,-0.080695751,ALS,iPSMN
AL645638.1,0.982375398,-0.080695751,ALS,iPSMN
NIPA2P5,0.982375398,-0.080695751,ALS,iPSMN
MTCYBP20,0.982375398,-0.080695751,ALS,iPSMN
MIR548V,0.982375398,-0.080695751,ALS,iPSMN
RN7SL520P,0.982375907,-0.080690244,ALS,iPSMN
RPL21P9,0.982378582,-0.080681171,ALS,iPSMN
CD180,0.982379854,0.014411806,ALS,iPSMN
AL591643.1,0.982383768,-0.080657367,ALS,iPSMN
KRTAP2-4,0.982384591,-0.080653656,ALS,iPSMN
AL449105.1,0.982385256,-0.08065061,ALS,iPSMN
HSP90AB6P,0.982386348,-0.06622814,ALS,iPSMN
AC016266.1,0.982389277,-0.080632198,ALS,iPSMN
AP000532.1,0.9823922,-0.05026299,ALS,iPSMN
AC011603.1,0.98239362,-0.080612306,ALS,iPSMN
AC011225.1,0.982393699,-0.080611947,ALS,iPSMN
AC100778.4,0.982394895,-0.080601558,ALS,iPSMN
USP12-AS1,0.982395628,-0.080598464,ALS,iPSMN
AC004014.2,0.982397185,-0.042210123,ALS,iPSMN
AL512637.2,0.982397373,-0.080594842,ALS,iPSMN
SELENOWP1,0.982399729,-0.080584172,ALS,iPSMN
AC016876.1,0.98240274,-0.080570544,ALS,iPSMN
UBE2V2P2,0.982402757,-0.080565856,ALS,iPSMN
H2AZP7,0.982404673,-0.08056127,ALS,iPSMN
RN7SL541P,0.98240535,-0.080556088,ALS,iPSMN
AC092625.1,0.982411365,-0.080529133,ALS,iPSMN
RNU6ATAC34P,0.982415728,-0.080510977,ALS,iPSMN
Z84721.2,0.982415982,-0.080509907,ALS,iPSMN
AC006967.1,0.982419213,-0.08049511,ALS,iPSMN
AC009997.1,0.982421535,-0.040010174,ALS,iPSMN
CYLC2,,-0.040639588,ALS,iPSMN
AC012498.2,0.982428816,-0.080451135,ALS,iPSMN
AC019183.1,0.982434518,-0.080425023,ALS,iPSMN
AL450426.1,0.982438742,0.073184899,ALS,iPSMN
AL035604.1,0.982439763,-0.080393778,ALS,iPSMN
AC113208.1,0.982440697,-0.048637114,ALS,iPSMN
AL590396.4,0.982446076,-0.080372095,ALS,iPSMN
MRPL32P1,0.982446759,-0.080368967,ALS,iPSMN
AC139085.1,0.982447638,-0.08036207,ALS,iPSMN
LINC02544,0.982450187,0.080348553,ALS,iPSMN
AC109471.1,0.982450672,0.048567213,ALS,iPSMN
RN7SL542P,0.98245162,-0.080346051,ALS,iPSMN
AC093523.1,0.982452499,-0.080342641,ALS,iPSMN
NDUFA5P3,0.982452499,-0.080342641,ALS,iPSMN
AC118344.2,0.982452499,-0.080342641,ALS,iPSMN
MTND3P5,0.982456771,-0.080323119,ALS,iPSMN
LNX1-AS2,0.982458295,-0.055521755,ALS,iPSMN
AC016692.1,0.982459102,-0.080312446,ALS,iPSMN
RNU6-323P,0.982459218,0.080311894,ALS,iPSMN
AC022960.1,0.982467126,-0.080273208,ALS,iPSMN
SLC39A12-AS1,0.982467629,-0.080270916,ALS,iPSMN
MIR6809,0.982468572,0.042758092,ALS,iPSMN
AP005210.1,0.982469463,-0.080260599,ALS,iPSMN
AL118556.1,0.982469699,-0.066062042,ALS,iPSMN
MTCO1P55,0.982470992,-0.072216411,ALS,iPSMN
GTF2IP9,0.9824719,0.038522002,ALS,iPSMN
AL031679.1,0.982472543,-0.080249637,ALS,iPSMN
AC011509.1,0.982473878,-0.027256305,ALS,iPSMN
AP003122.1,0.982474693,-0.080241049,ALS,iPSMN
AC023078.2,0.982475796,-0.080234308,ALS,iPSMN
YAP1P2,0.982476074,-0.080233364,ALS,iPSMN
HMGB1P48,0.982482529,-0.080205163,ALS,iPSMN
AL445423.2,0.982483156,-0.080202294,ALS,iPSMN
SNORD54,0.98248405,0.080196462,ALS,iPSMN
AL161631.1,0.982484124,0.038749011,ALS,iPSMN
AL354676.1,0.982484149,-0.080197748,ALS,iPSMN
AL133167.1,0.982484864,-0.033380987,ALS,iPSMN
AC020663.4,0.98248488,-0.063447146,ALS,iPSMN
LINC01824,0.982486058,-0.039494622,ALS,iPSMN
RPL21P6,0.982489026,-0.049645532,ALS,iPSMN
LINC01682,0.982491315,-0.08016485,ALS,iPSMN
FCF1P10,0.982491381,-0.080164628,ALS,iPSMN
YWHAZP7,0.982492319,-0.080160196,ALS,iPSMN
DEFB4A,0.982492527,-0.080154791,ALS,iPSMN
RN7SKP213,0.98249438,0.048406962,ALS,iPSMN
RNA5SP441,0.98249615,-0.08014247,ALS,iPSMN
AL512599.1,0.982501585,-0.060194966,ALS,iPSMN
AL157938.4,0.982503173,-0.075808562,ALS,iPSMN
HAUS1P3,0.982508017,-0.078833391,ALS,iPSMN
RN7SL282P,0.982508248,-0.03396246,ALS,iPSMN
MIR939,0.982514528,-0.08005298,ALS,iPSMN
AP003171.2,0.982518081,-0.080042362,ALS,iPSMN
AC015819.5,0.982518496,0.045251263,ALS,iPSMN
AC091633.1,0.98252231,-0.080022143,ALS,iPSMN
AL592182.1,0.98252367,-0.068486962,ALS,iPSMN
BRWD1P3,0.982525931,-0.080006411,ALS,iPSMN
AL160287.1,0.982526315,-0.080004654,ALS,iPSMN
MIR6820,0.982528472,-0.079993851,ALS,iPSMN
AL161851.1,0.982529537,0.046941925,ALS,iPSMN
AC069213.2,0.982536877,-0.079956052,ALS,iPSMN
IGLV5-48,0.982536934,-0.076546337,ALS,iPSMN
